Name,Footfall,Latitude,Longitude,OutputArea,,,,,,,,,Names
Argos,162,50.7956,-1.08494,E00086021,,,,,,,,,
WHSmits,84,50.7968,-1.0844,E00086060,,,,,,,,,
Argos,106,50.7914,-1.08543,E00086503,,,,,,,,,
Game,153,50.7904,-1.0832,E00086505,,,,,,,,,
Boots,190,50.7919,-1.08309,E00086531,,,,,,,,,
Tescos,103,50.7921,-1.0849,E00086532,,,,,,,,,
Iceland,183,50.7901,-1.08472,E00086537,,,,,,,,,
Superdrug,188,50.794,-1.08111,E00086510,,,,,,,,,
WHSmits,156,50.7937,-1.08228,E00086511,,,,,,,,,
Iceland,66,50.7937,-1.08375,E00086518,,,,,,,,,
Argos,137,50.7929,-1.08495,E00086524,,,,,,,,,
Best Buy,104,50.7925,-1.08165,E00086526,,,,,,,,,
HMV,76,50.7943,-1.0889,E00086509,,,,,,,,,
Iceland,81,50.7939,-1.08589,E00086514,,,,,,,,,
Iceland,110,50.7944,-1.08644,E00086517,,,,,,,,,
Boots,158,50.7938,-1.08695,E00086520,,,,,,,,,
Best Buy,133,50.7931,-1.0878,E00086525,,,,,,,,,
Apple,74,50.7932,-1.08943,E00086527,,,,,,,,,
Best Buy,113,50.794,-1.09405,E00086512,,,,,,,,,
Superdrug,63,50.7935,-1.09209,E00086521,,,,,,,,,
WHSmits,148,50.7933,-1.09338,E00086522,,,,,,,,,
WHSmits,123,50.7917,-1.0938,E00086529,,,,,,,,,
Boots,94,50.7922,-1.09263,E00086533,,,,,,,,,
HMV,60,50.795,-1.09188,E00174459,,,,,,,,,
WHSmits,180,50.7946,-1.09268,E00174469,,,,,,,,,
Best Buy,105,50.7914,-1.0878,E00086504,,,,,,,,,
Apple,133,50.7922,-1.09024,E00086523,,,,,,,,,
B&Q,71,50.7915,-1.08925,E00086528,,,,,,,,,
Best Buy,120,50.7923,-1.08691,E00086530,,,,,,,,,
Boots,90,50.7912,-1.09127,E00086535,,,,,,,,,
Iceland,185,50.7907,-1.08604,E00086538,,,,,,,,,
Best Buy,148,50.7904,-1.08832,E00086539,,,,,,,,,
Iceland,146,50.7908,-1.06803,E00085966,,,,,,,,,
Iceland,130,50.7917,-1.06451,E00085989,,,,,,,,,
Best Buy,130,50.7904,-1.06499,E00085999,,,,,,,,,
Iceland,61,50.7905,-1.06685,E00086000,,,,,,,,,
B&Q,178,50.7895,-1.06715,E00086003,,,,,,,,,
Apple,147,50.7906,-1.07023,E00085985,,,,,,,,,
B&Q,77,50.791,-1.07189,E00085992,,,,,,,,,
B&Q,139,50.7908,-1.07285,E00085994,,,,,,,,,
HMV,188,50.7913,-1.07072,E00085995,,,,,,,,,
Game,198,50.7902,-1.06953,E00085998,,,,,,,,,
Iceland,186,50.7892,-1.07254,E00086005,,,,,,,,,
Iceland,92,50.7878,-1.06618,E00085969,,,,,,,,,
Tescos,194,50.7878,-1.06934,E00085971,,,,,,,,,
Iceland,137,50.7876,-1.06841,E00085972,,,,,,,,,
Tescos,74,50.7886,-1.07056,E00086004,,,,,,,,,
Nationwide,147,50.7889,-1.06564,E00086006,,,,,,,,,
Boots,165,50.7867,-1.06793,E00086009,,,,,,,,,
WHSmits,107,50.7944,-1.06655,E00085976,,,,,,,,,
Iceland,146,50.7937,-1.06533,E00085978,,,,,,,,,
Tescos,122,50.793,-1.06409,E00085981,,,,,,,,,
HMV,86,50.7935,-1.06719,E00085982,,,,,,,,,
Superdrug,73,50.7921,-1.06722,E00085984,,,,,,,,,
Nationwide,137,50.7927,-1.06655,E00085986,,,,,,,,,
Boots,193,50.7935,-1.07197,E00085965,,,,,,,,,
Boots,192,50.7935,-1.06893,E00085975,,,,,,,,,
Apple,88,50.7943,-1.07117,E00085979,,,,,,,,,
Nationwide,194,50.7926,-1.0718,E00085983,,,,,,,,,
Game,112,50.7914,-1.07338,E00085990,,,,,,,,,
Argos,196,50.7906,-1.08203,E00085967,,,,,,,,,
Apple,177,50.7936,-1.07867,E00085974,,,,,,,,,
Iceland,122,50.7921,-1.08,E00085991,,,,,,,,,
Nationwide,69,50.7905,-1.08136,E00085997,,,,,,,,,
Nationwide,130,50.7907,-1.07938,E00086002,,,,,,,,,
Game,174,50.7925,-1.07802,E00085988,,,,,,,,,
Tescos,167,50.7919,-1.07482,E00085993,,,,,,,,,
Tescos,171,50.7914,-1.07746,E00085996,,,,,,,,,
Nationwide,65,50.7909,-1.07581,E00086001,,,,,,,,,
WHSmits,170,50.7899,-1.07533,E00086007,,,,,,,,,
Best Buy,158,50.7879,-1.07578,E00085968,,,,,,,,,
Superdrug,62,50.7876,-1.0739,E00085970,,,,,,,,,
Tescos,192,50.7887,-1.07499,E00086008,,,,,,,,,
Apple,163,50.7878,-1.07287,E00086010,,,,,,,,,
HMV,68,50.7873,-1.07116,E00086011,,,,,,,,,
Game,121,50.7938,-1.07454,E00085964,,,,,,,,,
Best Buy,142,50.795,-1.07399,E00085973,,,,,,,,,
Argos,191,50.7945,-1.07507,E00085977,,,,,,,,,
Game,189,50.7932,-1.07701,E00085980,,,,,,,,,
Game,88,50.7928,-1.07472,E00085987,,,,,,,,,
Tescos,185,50.7882,-1.08144,E00086460,,,,,,,,,
HMV,149,50.7896,-1.08004,E00086479,,,,,,,,,
Boots,139,50.7897,-1.07748,E00086480,,,,,,,,,
Iceland,135,50.7881,-1.07786,E00086481,,,,,,,,,
B&Q,135,50.788,-1.07868,E00086482,,,,,,,,,
HMV,163,50.788,-1.07991,E00086483,,,,,,,,,
Game,99,50.7925,-1.06194,E00086328,,,,,,,,,
Iceland,149,50.7918,-1.05929,E00086329,,,,,,,,,
HMV,162,50.7912,-1.06004,E00086334,,,,,,,,,
Game,63,50.7908,-1.06158,E00086336,,,,,,,,,
Argos,169,50.7901,-1.06157,E00086337,,,,,,,,,
WHSmits,152,50.7914,-1.05693,E00086332,,,,,,,,,
WHSmits,176,50.7907,-1.05694,E00086335,,,,,,,,,
Best Buy,75,50.7901,-1.05596,E00086338,,,,,,,,,
Superdrug,174,50.7892,-1.05737,E00086340,,,,,,,,,
Apple,191,50.7933,-1.05657,E00174433,,,,,,,,,
Nationwide,95,50.7925,-1.05658,E00174434,,,,,,,,,
Boots,158,50.7929,-1.0536,E00174436,,,,,,,,,
B&Q,140,50.7878,-1.06428,E00086321,,,,,,,,,
Boots,110,50.7896,-1.06184,E00086339,,,,,,,,,
WHSmits,143,50.7888,-1.06118,E00086341,,,,,,,,,
Boots,160,50.789,-1.06372,E00086342,,,,,,,,,
Boots,75,50.7879,-1.06235,E00086344,,,,,,,,,
HMV,197,50.7887,-1.05755,E00086343,,,,,,,,,
Nationwide,77,50.7887,-1.05925,E00086345,,,,,,,,,
Argos,123,50.788,-1.05724,E00086346,,,,,,,,,
Tescos,113,50.7873,-1.05791,E00086347,,,,,,,,,
Nationwide,169,50.7872,-1.0612,E00086348,,,,,,,,,
HMV,67,50.7843,-1.08802,E00086466,,,,,,,,,
Apple,146,50.7836,-1.08476,E00086469,,,,,,,,,
Argos,195,50.7877,-1.08363,E00086486,,,,,,,,,
Argos,146,50.7864,-1.08298,E00086493,,,,,,,,,
Boots,172,50.785,-1.08689,E00086498,,,,,,,,,
Nationwide,189,50.7858,-1.08401,E00086499,,,,,,,,,
Best Buy,80,50.7895,-1.08803,E00086478,,,,,,,,,
B&Q,89,50.789,-1.08488,E00086484,,,,,,,,,
Best Buy,75,50.7881,-1.08739,E00086485,,,,,,,,,
Argos,166,50.7861,-1.08943,E00086487,,,,,,,,,
Nationwide,82,50.7857,-1.0851,E00086494,,,,,,,,,
